Forma da ROI,Área,Intensidade mínima,Intensidade máxima,Intensidade média,Intensidade modal,Intensidade mediana,Desvio Padrão,Variância,Posição Inicial,Largura,Altura
Freehand,382110,55,172,145.966,147,147,5.485,30.085,"(102.0,272.0)",1288,894
