Forma da ROI,Área,Intensidade mínima,Intensidade máxima,Intensidade média,Intensidade modal,Intensidade mediana,Desvio Padrão,Variância,Posição Inicial,Largura,Altura
Polygon,256472,32,181,150.345,152,151,3.885,15.092,"(56.0,32.0)",874,1000
