Forma da ROI,Área,Intensidade mínima,Intensidade máxima,Intensidade média,Intensidade modal,Intensidade mediana,Desvio Padrão,Variância,Posição Inicial,Largura,Altura
Rectangle,182028,75,164,148.450,149,149,4.065,16.522,"(516.0,18.0)",154,1182
