Forma da ROI,Área,Intensidade mínima,Intensidade máxima,Intensidade média,Intensidade modal,Intensidade mediana,Desvio Padrão,Variância,Posição Inicial,Largura,Altura
Oval,145724,99,159,145.204,145,145,3.421,11.701,"(1036.0,234.0)",374,496
