Forma da ROI,Área,Intensidade mínima,Intensidade máxima,Intensidade média,Intensidade modal,Intensidade mediana,Desvio Padrão,Variância,Posição Inicial,Largura,Altura
Oval,120316,101,162,147.049,146,147,3.523,12.409,"(620.0,438.0)",980,156
